ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,city
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,MIFAGET (64800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUGNEIN (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUNUS (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BURGARONNE (64390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUROS (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUROSSE MENDOUSSE (64330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUSSUNARITS SARRASQUETTE (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUSTINCE IRIBERRY (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUZIET (64680)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,BUZY (64260)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CABIDOS (64410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CADILLON (64330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CAMBO LES BAINS (64250)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CAME (64520)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CAMOU CIHIGUE (64470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CARDESSE (64360)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CARO (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CARRERE (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CARRESSE CASSABER (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASSABER (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTAGNEDE (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTEIDE CAMI (64170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTEIDE CANDAU (64370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTEIDE DOAT (64460)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTERA LOUBIX (64460)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTET (64260)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTETBON (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTETIS (64300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTETNAU CAMBLONG (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTETNER (64300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTETPUGON (64330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTILLON D ARTHEZ (64370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CASTILLON DE LEMBEYE (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CAUBIOS LOOS (64230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CESCAU (64170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CETTE EYGUN (64490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CHARRE (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CHARRITTE DE BAS (64130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CHERAUTE (64130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CIBOURE (64500)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CLARACQ (64330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,COARRAZE (64800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CONCHEZ DE BEARN (64330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CORBERE ABERES (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,COSLEDAA LUBE BOAST (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,COUBLUCQ (64410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CROUSEILLES (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,CUQUERON (64360)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DENGUIN (64230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DIUSSE (64330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DOAZON (64370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DOGNEN (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DOMEZAIN BERRAUTE (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,DOUMY (64450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EAUX BONNES (64440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GOURETTE (64440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESCOS (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESCOT (64490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESCOU (64870)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESCOUBES (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESCOUT (64870)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESCURES (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESLOURENTIES DABAN (64420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPECHEDE (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPELETTE (64250)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPES UNDUREIN (64130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPIUTE (64390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESPOEY (64420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESQUIULE (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESTERENCUBY (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESTIALESCQ (64290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ESTOS (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ETCHARRY (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ETCHEBAR (64470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ETSAUT (64490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EYSUS (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ANCE (64570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,FEAS (64570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,FICHOUS RIUMAYOU (64410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GABASTON (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GABAT (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GAMARTHE (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GAN (64290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GARINDEIN (64130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GARLEDE MONDEBAT (64450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GARLIN (64330)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GAROS (64410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GARRIS (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GAYON (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GELOS (64110)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GER (64530)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GERDEREST (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GERE BELESTEN (64260)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GERONCE (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GESTAS (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GEUS D ARZACQ (64370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GEUS D OLORON (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GOES (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GOMER (64420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GOTEIN LIBARRENX (64130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GUETHARY (64210)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GUICHE (64520)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GUINARTHE PARENTIES (64390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GURMENCON (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GURS (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HAGETAUBIN (64370)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HALSOU (64480)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HASPARREN (64240)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HAUT DE BOSDARROS (64800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HAUX (64470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HELETTE (64640)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HENDAYE (64700)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HERRERE (64680)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HIGUERES SOUYE (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,L HOPITAL D ORION (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,L HOPITAL ST BLAISE (64130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HOSTA (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,HOURS (64420)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IBARROLLE (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IDAUX MENDY (64130)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IDRON (64320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IGON (64800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IHOLDY (64640)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ILHARRE (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IRISSARRY (64780)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IROULEGUY (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ISPOURE (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ISSOR (64570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ISTURITS (64240)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,ITXASSOU (64250)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,IZESTE (64260)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JASSES (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JATXOU (64480)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JAXU (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JURANCON (64110)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,JUXUE (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAA MONDRANS (64300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAAS (64390)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABASTIDE CEZERACQ (64170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LA BASTIDE CLAIRENCE (64240)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABASTIDE MONREJEAU (64170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABASTIDE VILLEFRANCHE (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABATMALE (64530)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABATUT FIGUIERES (64460)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABETS BISCAY (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LABEYRIE (64300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LACADEE (64300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LACARRE (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LACARRY ARHAN CHARRITTE DE HAUT (64470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LACOMMANDE (64360)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LACQ (64170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,AUDEJOS (64170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,URDES (64170)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAGOR (64150)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAGOS (64800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAGUINGE RESTOUE (64470)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAHONCE (64990)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAHONTAN (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAHOURCADE (64150)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LALONGUE (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LALONQUETTE (64450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAMAYOU (64460)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LANNE EN BARETOUS (64570)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LANNECAUBE (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LANNEPLAA (64300)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LANTABAT (64640)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LARCEVEAU ARROS CIBITS (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAROIN (64110)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LARRAU (64560)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LARRESSORE (64480)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LARREULE (64410)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LARRIBAR SORHAPURU (64120)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LARUNS (64440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,EAUX CHAUDES (64440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,GABAS (64440)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LASCLAVERIES (64450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LASSE (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LASSERRE (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LASSEUBE (64290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LASSEUBETAT (64290)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LAY LAMIDOU (64190)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LECUMBERRY (64220)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEDEUIX (64400)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEE (64320)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEES ATHAS (64490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEMBEYE (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEME (64450)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LEREN (64270)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LESCAR (64230)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LESCUN (64490)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LESPIELLE (64350)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LESPOURCY (64160)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LESTELLE BETHARRAM (64800)
Molinghem,1770.0,1374.0,2346.0,1367.0,697.0,2257.0,11.2,8.2,12.8,10.5,7.6,13.6,LICHANS SUNHAR (64470)
